"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"581","Adam Clendening","ARI, CBJ, NYR","D","40","612.38333333333","2","11","2","9","13","44.83","45","4.44","1.41","107","68","17","1","2","5","19","8","7","1","0","5","24","11","25","80","36","0","0","-"
"785","Valentin Zykov","CAR, EDM, VGK","L","40","428.2","6","7","4","3","13","76.47","50","12.00","7.89","89","73","65","39","1","13","4","2","2","0","0","4","20","14","29","34","7","2","8","20.00"
"867","Julius Honka","DAL","D","87","1213.9666666667","2","11","10","1","13","28.26","114","1.75","4.37","227","151","54","6","3","11","28","13","13","0","0","9","54","12","45","133","74","0","1","0.00"
"928","Andrew Mangiapane","CGY","L","54","553.23333333333","8","5","3","2","13","59.09","72","11.11","7.25","116","93","79","41","6","9","14","7","7","0","0","3","14","18","52","72","21","7","3","70.00"
"1016","Troy Terry","ANA","R","34","466.68333333333","4","9","6","3","13","48.15","28","14.29","2.96","62","41","38","16","1","3","2","1","1","0","0","9","16","14","4","53","14","1","4","20.00"
"1018","Brett Seney","N.J","L","51","526.73333333333","5","8","5","3","13","76.47","49","10.20","4.22","74","61","37","20","3","6","31","14","13","1","0","22","17","17","48","49","15","98","162","37.69"
"1085","Yohann Auvitu","EDM, N.J","D","58","837.41666666667","5","8","3","5","13","33.33","123","4.07","4.08","215","150","54","9","6","8","10","5","5","0","0","3","30","15","38","27","35","0","0","-"
"1135","Oscar Fantenberg","CGY, L.A","D","88","1361.0833333333","4","9","4","5","13","25.49","103","3.88","4.5","221","153","46","6","1","14","28","11","9","2","0","8","45","15","134","133","91","0","0","-"
"1170","Par Lindholm","TOR, WPG","C","65","737.53333333333","1","12","7","5","13","52.00","65","1.54","6.22","139","108","64","31","2","8","18","9","9","0","0","6","12","30","58","105","55","204","203","50.12"
"164","Devin Setoguchi","L.A","R","45","559.88333333333","4","8","4","4","12","57.14","60","6.67","6.3","110","85","68","36","1","7","14","7","7","0","0","11","19","15","53","54","10","2","2","50.00"
"319","Patrick Wiercioch","COL","D","57","949.98333333333","4","8","3","5","12","57.14","63","6.35","2.2","137","86","27","5","2","4","23","10","9","1","0","6","15","6","52","52","57","0","0","-"
"443","Martin Marincin","TOR","D","51","849.33333333333","2","10","3","7","12","34.29","56","3.57","2.12","149","90","31","3","3","5","30","15","15","0","0","8","42","19","47","53","52","0","1","0.00"
"594","Ryan Sproul","DET, NYR","D","43","670.91666666667","2","10","7","3","12","48.00","61","3.28","3.24","127","95","27","6","1","7","12","6","6","0","0","3","15","10","18","40","31","0","0","-"
"851","Dennis Rasmussen","ANA, CHI","C","95","1044.75","5","7","4","3","12","44.44","96","5.21","7.5","146","116","83","39","4","7","20","10","10","0","0","14","23","34","92","142","64","199","241","45.23"
"884","Jayce Hawryluk","FLA","C","42","396.1","7","5","2","3","12","75.00","35","20.00","3.41","59","50","40","17","3","3","16","8","8","0","0","15","21","10","101","57","25","14","5","73.68"
"998","Andreas Martinsen","CHI, COL, MTL","L","97","941.2","5","7","6","1","12","63.16","108","4.63","8.22","193","150","89","40","9","12","63","27","24","3","0","15","21","30","291","109","41","6","5","54.55"
"1017","Adam Gaudette","VAN","C","61","677.08333333333","5","7","4","3","12","46.15","64","7.81","6.19","130","97","77","29","2","10","18","8","8","0","0","14","11","11","50","62","18","156","231","40.31"
"1119","Henri Jokiharju","CHI","D","38","721.25","0","12","7","5","12","33.33","62","0.00","2.45","138","87","34","2","2","6","16","8","8","0","0","2","26","7","48","40","37","0","0","-"
"1152","Kiefer Sherwood","ANA","R","50","568.51666666667","6","6","1","5","12","57.14","60","10.00","5.57","111","89","62","28","7","10","8","4","4","0","0","5","23","17","79","62","19","7","9","43.75"
"48","Chris Thorburn","STL, WPG","R","115","800.25","4","7","6","1","11","52.38","71","5.63","5.25","118","89","65","29","4","5","155","42","20","21","1","31","10","9","190","67","41","20","18","52.63"
"74","Jiri Hudler","DAL","R","32","379.2","3","8","5","3","11","78.57","27","11.11","2.64","55","38","35","13","1","6","4","2","2","0","0","4","7","12","9","8","3","3","2","60.00"
"155","Cody McLeod","COL, NSH, NYR","L","145","1023.6","7","4","1","3","11","52.38","88","7.95","7.88","130","110","78","47","6","11","323","79","34","39","6","59","9","11","393","86","43","0","2","0.00"
"227","Korbinian Holzer","ANA","D","70","971.73333333333","3","8","2","6","11","30.56","39","7.69","2.06","87","59","27","7","1","6","37","17","16","1","0","7","35","11","154","108","86","0","0","-"
"297","Jason Garrison","EDM, T.B, VGK","D","95","1667.85","2","9","6","3","11","22.00","119","1.68","4.23","239","183","36","6","5","5","26","13","13","0","0","3","45","13","113","114","137","0","0","-"
"416","Byron Froese","MTL, T.B, TOR","C","54","619.11666666667","3","8","8","0","11","73.33","55","5.45","5.28","105","74","55","24","1","7","31","14","13","1","0","8","13","22","57","63","46","182","226","44.61"
"430","Darren Archibald","OTT, VAN","R","39","489.7","5","6","2","4","11","78.57","38","13.16","4.2","66","56","42","19","3","4","26","7","3","4","0","7","4","6","90","48","18","0","2","0.00"
"504","Brandon Davidson","CHI, EDM, MTL, NYI","D","99","1593.0166666667","4","7","4","3","11","22.45","112","3.57","3.43","238","157","40","3","4","10","58","18","14","2","2","9","67","22","164","227","165","0","0","-"
"549","Nick Seeler","MIN","D","93","1195.4","2","9","5","4","11","24.44","84","2.38","3.03","192","122","36","8","1","11","85","31","25","5","1","21","24","7","98","90","141","0","0","-"
"563","Klas Dahlbeck","CAR","D","76","1137.2333333333","3","8","3","5","11","33.33","80","3.75","3.35","191","123","33","7","3","14","51","24","23","1","0","5","29","18","151","146","72","0","0","-"
"564","Andy Andreoff","L.A","C, L","81","804","3","8","6","2","11","61.11","85","3.53","7.58","164","119","79","31","3","6","120","35","24","8","3","25","17","8","147","95","18","65","57","53.28"
"580","Tomas Jurco","CHI, DET","L","58","674.3","7","4","2","2","11","73.33","80","8.75","9.08","151","115","96","50","7","12","16","8","8","0","0","6","13","12","43","74","21","4","13","23.53"
"752","Jonny Brodzinski","L.A","C, L","54","535.4","6","5","4","1","11","50.00","87","6.90","7.58","153","121","82","35","4","10","10","5","5","0","0","6","7","10","68","46","20","5","7","41.67"
"792","Gustav Olofsson","MIN","D","54","699","0","11","2","9","11","37.93","29","0.00","1.51","69","42","17","6","3","6","16","8","8","0","0","2","13","8","33","70","60","0","0","-"
"921","Dylan Sikura","CHI","R","38","439.31666666667","0","11","8","3","11","47.83","61","0.00","3.68","103","69","49","21","4","6","0","0","0","0","0","0","7","26","3","43","12","0","6","0.00"
"927","Dryden Hunt","FLA","L","42","459.11666666667","3","8","4","4","11","68.75","65","4.62","4.84","112","88","43","15","3","2","10","5","5","0","0","6","12","13","87","70","13","1","6","14.29"
"933","Nikita Soshnikov","STL, TOR","R","76","808.6","6","5","4","1","11","47.83","88","6.82","7.8","165","131","81","31","7","6","20","10","10","0","0","13","18","23","130","116","32","2","16","11.11"
"1052","Sam Steel","ANA","C","22","329.23333333333","6","5","4","1","11","68.75","33","18.18","3.4","52","43","35","14","3","3","8","4","4","0","0","1","10","7","9","19","6","108","112","49.09"
"1092","Matt Luff","L.A","R","33","366.83333333333","8","3","2","1","11","68.75","45","17.78","4.71","86","66","48","15","1","7","9","3","2","1","0","6","12","4","17","24","19","1","3","25.00"
"1138","Andreas Borgman","TOR","D","48","657","3","8","3","5","11","33.33","46","6.52","1.73","117","71","24","3","1","4","28","14","14","0","0","6","36","13","121","86","36","0","0","-"
"1158","Lukas Radil","S.J","C","36","384.56666666667","7","4","3","1","11","61.11","40","17.50","5.41","72","59","48","26","3","2","6","3","3","0","0","6","9","14","29","70","9","6","3","66.67"
"247","Justin Falk","BUF, OTT","D","108","1581.6166666667","1","9","2","7","10","27.03","76","1.32","2.53","162","114","26","5","2","8","68","27","24","2","1","12","39","11","258","123","111","0","0","-"
"253","Christopher DiDomenico","OTT","C, L","27","315.91666666667","6","4","2","2","10","58.82","28","21.43","3.64","49","43","30","19","3","3","14","7","7","0","0","4","8","10","23","38","16","8","14","36.36"
"344","Luke Witkowski","DET, T.B","D, R","99","875.4","1","9","3","6","10","35.71","54","1.85","3.86","98","75","38","17","6","8","130","39","25","12","2","22","35","8","205","119","59","1","1","50.00"
"346","Zac Rinaldo","ARI, NSH","C, L","76","761.91666666667","6","4","3","1","10","45.45","67","8.96","4.58","122","94","56","26","4","5","64","19","12","6","1","19","9","10","235","71","31","5","15","25.00"
"554","Joseph Cramarossa","ANA, VAN","C","59","586.8","4","6","3","3","10","66.67","36","11.11","3.33","63","50","41","21","1","2","60","14","5","8","1","20","15","8","133","46","23","6","1","85.71"
"619","Matt Puempel","DET, NYR, OTT","L","48","468.96666666667","7","3","2","1","10","83.33","54","12.96","5.4","100","78","52","36","1","7","13","5","4","1","0","6","8","8","32","48","17","0","3","0.00"
"642","Brian Flynn","MTL","C","51","615.35","6","4","3","1","10","50.00","47","12.77","3.97","92","67","45","16","2","7","4","2","2","0","0","4","15","13","20","52","29","69","80","46.31"
"694","Teddy Blueger","PIT","C","28","309.6","6","4","3","1","10","76.92","33","18.18","3.04","51","39","30","18","2","2","15","6","5","1","0","5","7","6","52","34","14","41","51","44.57"
"765","Peter Cehlarik","BOS","L","37","488.51666666667","5","5","2","3","10","43.48","41","12.20","5.53","78","65","57","31","1","7","8","4","4","0","0","3","17","21","15","49","14","4","8","33.33"
"802","Nicholas Baptiste","BUF","R","47","458.25","7","3","1","2","10","58.82","62","11.29","5","91","79","50","23","9","6","20","10","10","0","0","5","9","5","28","32","4","3","9","25.00"
"812","Valeri Nichushkin","DAL","R","57","679.26666666667","0","10","4","6","10","43.48","65","0.00","5.14","109","83","63","27","2","8","0","0","0","0","0","11","30","24","71","53","32","3","3","50.00"
"825","Ross Johnston","NYI","L","41","358.58333333333","4","6","3","3","10","62.50","31","12.90","3.4","48","39","39","26","1","3","85","20","10","7","3","13","7","9","89","41","12","1","5","16.67"
"1014","Christian Jaros","OTT","D","63","892.33333333333","1","9","3","6","10","32.26","65","1.54","2.21","121","84","22","4","4","7","27","12","11","1","0","9","40","17","114","114","82","0","0","-"
"1019","Mason Appleton","WPG","C","36","295.35","3","7","5","2","10","58.82","29","10.34","2.34","53","41","30","16","1","3","4","2","2","0","0","0","5","4","28","30","12","0","1","0.00"
"1033","Kevin Rooney","N.J","C","46","569.65","6","4","1","3","10","62.50","44","13.64","4.77","71","64","51","21","3","1","19","8","7","1","0","12","10","16","83","57","23","198","211","48.41"
"1097","Victor Antipin","BUF","D","47","718.05","0","10","4","6","10","43.48","40","0.00","1.53","79","53","12","2","0","7","18","9","9","0","0","3","13","4","14","34","41","0","0","-"
"1149","Sean Walker","L.A","D","39","601.83333333333","3","7","4","3","10","40.00","55","5.45","2.22","118","76","29","1","1","6","8","4","4","0","0","4","16","14","43","52","40","0","0","-"
"163","Jack Skille","VAN","R","55","483.95","5","4","4","0","9","69.23","73","6.85","5.6","121","101","68","28","9","8","12","6","6","0","0","6","9","14","74","54","24","2","0","100.00"
"174","Taylor Chorney","CBJ, WSH","D","43","585.2","2","7","2","5","9","30.00","33","6.06","1.48","68","50","12","2","1","4","19","8","7","1","0","2","19","7","48","56","60","0","0","-"
"216","Matt Beleskey","BOS, NYR","L","68","844.11666666667","4","5","1","4","9","42.86","99","4.04","7.37","193","149","83","22","7","6","73","26","19","7","0","18","16","12","139","65","24","32","48","40.00"
"249","Steven Kampfer","BOS, FLA, NYR","D","68","1037.2666666667","4","5","3","2","9","31.03","81","4.94","4.12","162","120","34","7","3","2","48","21","19","2","0","14","21","20","114","144","83","0","0","-"
"511","Michael Sgarbossa","ANA, FLA","C","38","423.83333333333","2","7","5","2","9","75.00","33","6.06","3.04","55","45","32","16","2","6","9","3","2","1","0","7","14","6","39","38","16","138","176","43.95"
"544","Tyler Graovac","MIN, WSH","C","57","545.41666666667","7","2","1","1","9","50.00","49","14.29","5.31","86","73","58","33","6","6","12","6","6","0","0","4","4","19","57","50","16","164","182","47.40"
"718","Joseph Blandisi","ANA, N.J, PIT","C, L","39","462.75","3","6","4","2","9","47.37","36","8.33","3.47","69","54","36","19","1","5","34","14","12","2","0","6","4","11","49","36","9","76","93","44.97"
"794","Carl Dahlstrom","CHI","D","49","899.61666666667","0","9","4","5","9","18.00","54","0.00","1.63","108","70","29","3","3","8","6","3","3","0","0","3","36","11","39","63","44","1","0","100.00"
"795","Justin Bailey","BUF, PHI","R","55","538.65","5","4","2","2","9","50.00","60","8.33","4.13","119","81","58","23","5","5","8","4","4","0","0","12","14","15","55","41","28","0","3","0.00"
"860","Haydn Fleury","CAR","D","87","1375.9333333333","0","9","3","6","9","17.65","103","0.00","3.23","221","137","45","3","3","10","16","8","8","0","0","4","40","24","110","179","115","0","0","-"
"897","Nikita Tryamkin","VAN","D","66","1104.85","2","7","3","4","9","29.03","65","3.08","2.81","162","106","35","7","1","8","64","29","27","2","0","7","33","12","145","78","87","0","0","-"
"907","Christoffer Ehn","DET","C","60","637.01666666667","3","6","2","4","9","64.29","49","6.12","3.84","92","65","44","16","5","5","6","3","3","0","0","8","15","10","70","77","39","84","93","47.46"
"950","Jakob Forsbacka Karlsson","BOS","C","29","338.63333333333","3","6","3","3","9","81.82","21","14.29","2.6","34","24","21","11","1","5","2","1","1","0","0","1","4","9","14","36","10","96","132","42.11"
"1001","Dean Kukan","CBJ","D","36","472.61666666667","0","9","4","5","9","40.91","28","0.00","1.32","54","35","12","4","1","0","8","4","4","0","0","3","8","4","18","35","31","0","0","-"
"1139","Radim Simek","S.J","D","41","623.86666666667","1","8","3","5","9","29.03","41","2.44","1.34","80","52","13","2","2","2","8","4","4","0","0","5","21","14","67","63","34","0","0","-"
"1144","Drake Batherson","OTT","R","20","268.3","3","6","3","3","9","69.23","18","16.67","1.69","27","23","19","11","1","1","6","3","3","0","0","12","12","7","17","19","21","3","1","75.00"
"50","Jay McClement","CAR","C","65","739.86666666667","5","3","2","1","8","50.00","37","13.51","5.2","87","65","52","28","7","6","18","9","9","0","0","5","15","29","49","57","40","253","272","48.19"
"78","Josh Gorges","BUF","D","100","1726.15","1","7","4","3","8","19.05","55","1.82","1.59","115","79","23","2","5","6","67","28","25","3","0","17","24","10","212","154","162","0","1","0.00"
"213","Eric Gryba","EDM, N.J","D","71","1107.9333333333","2","6","5","1","8","20.00","75","2.67","2.86","181","114","32","6","1","8","106","36","28","6","2","16","38","19","223","90","82","0","0","-"
"307","Joe Colborne","COL","C","62","663.33333333333","4","4","4","0","8","50.00","48","8.33","5.37","76","64","49","29","1","5","34","17","17","0","0","15","18","10","86","54","14","45","72","38.46"
"350","Dalton Prout","CBJ, CGY, N.J","D","53","723.3","1","7","3","4","8","22.86","32","3.13","1.18","87","54","17","1","2","1","65","24","20","3","1","7","26","7","87","33","47","0","0","-"
